ref_area.label;source.label;indicator.label;sex.label;classif1.label;classif2.label;time;obs_value;obs_status.label;note_classif.label;note_indicator.label;note_source.label;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: Local currency;2022;81467.483;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2022;396.393;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2022;130.785;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: Local currency;2022;96156.424;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2022;467.865;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2022;154.366;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: Local currency;2022;57627.524;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: 2021 PPP $;2022;280.396;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: U.S. dollars;2022;92.513;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: Local currency;2022;57745.554;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2022;280.97;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2022;92.702;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: Local currency;2019;74175.732;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: 2021 PPP $;2019;347.71;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: U.S. dollars;2019;126.59;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: Local currency;2019;58295.796;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2019;273.27;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2019;99.489;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: Local currency;2019;74644.787;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2019;349.908;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2019;127.391;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: Local currency;2019;82608.571;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: 2021 PPP $;2019;387.24;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: U.S. dollars;2019;140.982;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: Local currency;2019;61413.805;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2019;287.886;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2019;104.81;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: Local currency;2019;83266.824;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2019;390.325;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2019;142.106;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: Local currency;2019;51898.665;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: 2021 PPP $;2019;243.283;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: U.S. dollars;2019;88.572;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: Local currency;2019;48334.815;Unreliable;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2019;226.577;Unreliable;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2019;82.49;Unreliable;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: Local currency;2019;51989.701;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2019;243.709;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2019;88.727;;;Currency: BEN - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: Local currency;2022;84008.694;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: 2021 PPP $;2022;412.392;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: U.S. dollars;2022;134.681;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: Local currency;2022;121288.091;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2022;595.393;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2022;194.447;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: Local currency;2022;83432.47;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2022;409.563;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2022;133.757;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: Local currency;2022;91954.585;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: 2021 PPP $;2022;451.397;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: U.S. dollars;2022;147.42;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: Local currency;2022;140997.715;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2022;692.146;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2022;226.045;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: Local currency;2022;91187.185;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2022;447.63;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2022;146.19;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: Local currency;2022;64327.504;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: 2021 PPP $;2022;315.778;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: U.S. dollars;2022;103.129;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: Local currency;2022;70345.256;Unreliable;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2022;345.319;Unreliable;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2022;112.776;Unreliable;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: Local currency;2022;64237.326;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2022;315.336;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2022;102.984;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: Local currency;2019;111405.428;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: 2021 PPP $;2019;586.082;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Total;Currency: U.S. dollars;2019;190.141;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: Local currency;2019;128100.19;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2019;673.91;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2019;218.634;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: Local currency;2019;111074.174;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2019;584.34;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Total;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2019;189.575;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: Local currency;2019;121652.343;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: 2021 PPP $;2019;639.989;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Total;Currency: U.S. dollars;2019;207.629;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: Local currency;2019;134718.193;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: 2021 PPP $;2019;708.726;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons with disability;Currency: U.S. dollars;2019;229.929;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: Local currency;2019;121349.891;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: 2021 PPP $;2019;638.398;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Male;Disability status (Aggregate): Persons without disability;Currency: U.S. dollars;2019;207.113;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: Local currency;2019;86797.572;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Average monthly earnings of employees by sex and disability status;Sex: Female;Disability status (Aggregate): Total;Currency: 2021 PPP $;2019;456.625;;;Currency: BFA - West African CFA franc (XOF);Repository: ILO-STATISTICS - Micro data processing;
